run_id,timestamp,backend,model,quant,input_tokens,output_tokens,concurrency,ttft_ms,tpot_ms,e2e_latency_ms,backend_latency_ms,tokens_per_second,status
matrix_llama_gguf-q4_k_m_512in_256out_c1,2026-06-17T16:28:58.027200+00:00,llama,qwen2.5-7b-instruct-Q4_K_M,gguf-q4_k_m,512,256,1,3265.8216379995793,12.757115773435856,3265.8216379995793,3265.8216379995793,78.3876244254442,success
matrix_llama_gguf-q4_k_m_512in_256out_c1,2026-06-17T16:28:58.027200+00:00,llama,qwen2.5-7b-instruct-Q4_K_M,gguf-q4_k_m,512,256,1,3277.343617999577,12.802123507810848,3277.343617999577,3277.343617999577,78.11204128673488,success
matrix_llama_gguf-q4_k_m_512in_256out_c1,2026-06-17T16:28:58.027200+00:00,llama,qwen2.5-7b-instruct-Q4_K_M,gguf-q4_k_m,512,256,1,3268.2473290005873,12.766591128908544,3268.2473290005873,3268.2473290005873,78.32944518256011,success
matrix_llama_gguf-q4_k_m_512in_256out_c1,2026-06-17T16:28:58.027200+00:00,llama,qwen2.5-7b-instruct-Q4_K_M,gguf-q4_k_m,512,256,1,3274.760702999629,12.7920339960923,3274.760702999629,3274.760702999629,78.17365090692216,success
matrix_llama_gguf-q4_k_m_512in_256out_c1,2026-06-17T16:28:58.027200+00:00,llama,qwen2.5-7b-instruct-Q4_K_M,gguf-q4_k_m,512,256,1,3272.542298999724,12.783368355467672,3272.542298999724,3272.542298999724,78.22664357256687,success
matrix_llama_gguf-q4_k_m_512in_256out_c1,2026-06-17T16:28:58.027200+00:00,llama,qwen2.5-7b-instruct-Q4_K_M,gguf-q4_k_m,512,256,1,3284.8130879992823,12.831301124997196,3284.8130879992823,3284.8130879992823,77.93441914100652,success
matrix_llama_gguf-q4_k_m_512in_256out_c1,2026-06-17T16:28:58.027200+00:00,llama,qwen2.5-7b-instruct-Q4_K_M,gguf-q4_k_m,512,256,1,3277.4512249998224,12.802543847655556,3277.4512249998224,3277.4512249998224,78.10947667116353,success
matrix_llama_gguf-q4_k_m_512in_256out_c4,2026-06-17T16:30:08.382327+00:00,llama,qwen2.5-7b-instruct-Q4_K_M,gguf-q4_k_m,512,256,4,5698.73069499954,22.260666777341953,5698.73069499954,5698.73069499954,44.92228422456111,success
matrix_llama_gguf-q4_k_m_512in_256out_c4,2026-06-17T16:30:08.382327+00:00,llama,qwen2.5-7b-instruct-Q4_K_M,gguf-q4_k_m,512,256,4,5701.778221000495,22.272571175783185,5701.778221000495,5701.778221000495,44.89827385027254,success
matrix_llama_gguf-q4_k_m_512in_256out_c4,2026-06-17T16:30:08.382327+00:00,llama,qwen2.5-7b-instruct-Q4_K_M,gguf-q4_k_m,512,256,4,5702.753328000654,22.276380187502554,5702.753328000654,5702.753328000654,44.89059674789613,success
matrix_llama_gguf-q4_k_m_512in_256out_c4,2026-06-17T16:30:08.382327+00:00,llama,qwen2.5-7b-instruct-Q4_K_M,gguf-q4_k_m,512,256,4,5681.582667999464,22.193682296872908,5681.582667999464,5681.582667999464,45.057867668084086,success
matrix_llama_gguf-q4_k_m_512in_256out_c4,2026-06-17T16:30:08.382327+00:00,llama,qwen2.5-7b-instruct-Q4_K_M,gguf-q4_k_m,512,256,4,9570.781983000415,37.38586712109537,9570.781983000415,9570.781983000415,26.748075596613337,success
matrix_llama_gguf-q4_k_m_512in_256out_c4,2026-06-17T16:30:08.382327+00:00,llama,qwen2.5-7b-instruct-Q4_K_M,gguf-q4_k_m,512,256,4,9569.604108000021,37.38126604687508,9569.604108000021,9569.604108000021,26.75136788427731,success
matrix_llama_gguf-q4_k_m_512in_256out_c4,2026-06-17T16:30:08.382327+00:00,llama,qwen2.5-7b-instruct-Q4_K_M,gguf-q4_k_m,512,256,4,9558.56644999949,37.338150195310504,9558.56644999949,9558.56644999949,26.78225875596792,success
matrix_llama_gguf-q4_k_m_512in_256out_c4,2026-06-17T16:30:08.382327+00:00,llama,qwen2.5-7b-instruct-Q4_K_M,gguf-q4_k_m,512,256,4,9548.975777000123,37.30068662890673,9548.975777000123,9548.975777000123,26.80915796399938,success
matrix_llama_gguf-q4_k_m_512in_256out_c4,2026-06-17T16:30:08.382327+00:00,llama,qwen2.5-7b-instruct-Q4_K_M,gguf-q4_k_m,512,256,4,9706.971016000352,37.91785553125138,9706.971016000352,9706.971016000352,26.372799463192578,success
matrix_llama_gguf-q4_k_m_512in_256out_c4,2026-06-17T16:30:08.382327+00:00,llama,qwen2.5-7b-instruct-Q4_K_M,gguf-q4_k_m,512,256,4,9708.386447000521,37.923384558595785,9708.386447000521,9708.386447000521,26.368954449592714,success
matrix_llama_gguf-q4_k_m_512in_256out_c4,2026-06-17T16:30:08.382327+00:00,llama,qwen2.5-7b-instruct-Q4_K_M,gguf-q4_k_m,512,256,4,9687.855243999365,37.84318454687252,9687.855243999365,9687.855243999365,26.424837443619506,success
matrix_llama_gguf-q4_k_m_512in_256out_c4,2026-06-17T16:30:08.382327+00:00,llama,qwen2.5-7b-instruct-Q4_K_M,gguf-q4_k_m,512,256,4,9690.312391000589,37.85278277734605,9690.312391000589,9690.312391000589,26.418136967157807,success
matrix_llama_gguf-q4_k_m_512in_256out_c4,2026-06-17T16:30:08.382327+00:00,llama,qwen2.5-7b-instruct-Q4_K_M,gguf-q4_k_m,512,256,4,9594.489252999665,37.47847364452994,9594.489252999665,9594.489252999665,26.681983089403428,success
matrix_llama_gguf-q4_k_m_512in_256out_c4,2026-06-17T16:30:08.382327+00:00,llama,qwen2.5-7b-instruct-Q4_K_M,gguf-q4_k_m,512,256,4,9583.718501000476,37.43640039453311,9583.718501000476,9583.718501000476,26.711969886560766,success
matrix_llama_gguf-q4_k_m_512in_256out_c4,2026-06-17T16:30:08.382327+00:00,llama,qwen2.5-7b-instruct-Q4_K_M,gguf-q4_k_m,512,256,4,9563.973505999456,37.35927150781038,9563.973505999456,9563.973505999456,26.767117227940023,success
matrix_llama_gguf-q4_k_m_512in_256out_c4,2026-06-17T16:30:08.382327+00:00,llama,qwen2.5-7b-instruct-Q4_K_M,gguf-q4_k_m,512,256,4,9565.142243000082,37.36383688671907,9565.142243000082,9565.142243000082,26.76384663148577,success
matrix_llama_gguf-q4_k_m_512in_256out_c4,2026-06-17T16:30:08.382327+00:00,llama,qwen2.5-7b-instruct-Q4_K_M,gguf-q4_k_m,512,256,4,9583.812312999726,37.43676684765518,9583.812312999726,9583.812312999726,26.711708414067658,success
matrix_llama_gguf-q4_k_m_512in_256out_c4,2026-06-17T16:30:08.382327+00:00,llama,qwen2.5-7b-instruct-Q4_K_M,gguf-q4_k_m,512,256,4,9588.849689999734,37.45644410156146,9588.849689999734,9588.849689999734,26.697675766779813,success
matrix_llama_gguf-q4_k_m_512in_256out_c4,2026-06-17T16:30:08.382327+00:00,llama,qwen2.5-7b-instruct-Q4_K_M,gguf-q4_k_m,512,256,4,9578.89838400024,37.41757181250094,9578.89838400024,9578.89838400024,26.72541139256683,success
matrix_llama_gguf-q4_k_m_512in_256out_c4,2026-06-17T16:30:08.382327+00:00,llama,qwen2.5-7b-instruct-Q4_K_M,gguf-q4_k_m,512,256,4,9570.23644200035,37.38373610156387,9570.23644200035,9570.23644200035,26.749600341795883,success
matrix_llama_gguf-q4_k_m_512in_256out_c4,2026-06-17T16:30:08.382327+00:00,llama,qwen2.5-7b-instruct-Q4_K_M,gguf-q4_k_m,512,256,4,9474.407066999447,37.00940260546659,9474.407066999447,9474.407066999447,27.020160542993793,success
matrix_llama_gguf-q4_k_m_512in_256out_c4,2026-06-17T16:30:08.382327+00:00,llama,qwen2.5-7b-instruct-Q4_K_M,gguf-q4_k_m,512,256,4,9458.118078000552,36.94577374218966,9458.118078000552,9458.118078000552,27.066695286396598,success
matrix_llama_gguf-q4_k_m_512in_256out_c4,2026-06-17T16:30:08.382327+00:00,llama,qwen2.5-7b-instruct-Q4_K_M,gguf-q4_k_m,512,256,4,9457.724601000336,36.944236722657564,9457.724601000336,9457.724601000336,27.067821362965365,success
matrix_llama_gguf-q4_k_m_512in_256out_c4,2026-06-17T16:30:08.382327+00:00,llama,qwen2.5-7b-instruct-Q4_K_M,gguf-q4_k_m,512,256,4,9448.296696999932,36.907408972655986,9448.296696999932,9448.296696999932,27.09483076259516,success
matrix_llama_gguf-q4_k_m_512in_256out_c4,2026-06-17T16:30:08.382327+00:00,llama,qwen2.5-7b-instruct-Q4_K_M,gguf-q4_k_m,512,256,4,9922.83395800041,38.7610701484391,9922.83395800041,9922.83395800041,25.79908129910778,success
matrix_llama_gguf-q4_k_m_512in_256out_c4,2026-06-17T16:30:08.382327+00:00,llama,qwen2.5-7b-instruct-Q4_K_M,gguf-q4_k_m,512,256,4,9911.02685200076,38.714948640627966,9911.02685200076,9911.02685200076,25.829816004213605,success
matrix_llama_gguf-q4_k_m_512in_256out_c4,2026-06-17T16:30:08.382327+00:00,llama,qwen2.5-7b-instruct-Q4_K_M,gguf-q4_k_m,512,256,4,9889.391199000784,38.63043437109681,9889.391199000784,9889.391199000784,25.886325543059318,success
matrix_llama_gguf-q4_k_m_512in_256out_c4,2026-06-17T16:30:08.382327+00:00,llama,qwen2.5-7b-instruct-Q4_K_M,gguf-q4_k_m,512,256,4,9891.053201999966,38.63692657031237,9891.053201999966,9891.053201999966,25.881975839361264,success
matrix_llama_gguf-q4_k_m_512in_256out_c4,2026-06-17T16:30:08.382327+00:00,llama,qwen2.5-7b-instruct-Q4_K_M,gguf-q4_k_m,512,256,4,6725.874994000151,26.27294919531309,6725.874994000151,6725.874994000151,38.061962232180356,success
matrix_llama_gguf-q4_k_m_512in_256out_c4,2026-06-17T16:30:08.382327+00:00,llama,qwen2.5-7b-instruct-Q4_K_M,gguf-q4_k_m,512,256,4,6715.549718000148,26.232616085938076,6715.549718000148,6715.549718000148,38.12048316965411,success
matrix_llama_gguf-q4_k_m_512in_256out_c8,2026-06-17T16:31:23.396221+00:00,llama,qwen2.5-7b-instruct-Q4_K_M,gguf-q4_k_m,512,256,8,7350.002932999814,28.710948957030524,7350.002932999814,7350.002932999814,34.829918073994115,success
matrix_llama_gguf-q4_k_m_512in_256out_c8,2026-06-17T16:31:23.396221+00:00,llama,qwen2.5-7b-instruct-Q4_K_M,gguf-q4_k_m,512,256,8,7327.680752999186,28.62375294140307,7327.680752999186,7327.680752999186,34.93601981707792,success
matrix_llama_gguf-q4_k_m_512in_256out_c8,2026-06-17T16:31:23.396221+00:00,llama,qwen2.5-7b-instruct-Q4_K_M,gguf-q4_k_m,512,256,8,7338.844533999691,28.66736146093629,7338.844533999691,7338.844533999691,34.88287547365161,success
matrix_llama_gguf-q4_k_m_512in_256out_c8,2026-06-17T16:31:23.396221+00:00,llama,qwen2.5-7b-instruct-Q4_K_M,gguf-q4_k_m,512,256,8,17484.06520000026,68.29712968750101,17484.06520000026,17484.06520000026,14.641903760459336,success
matrix_llama_gguf-q4_k_m_512in_256out_c8,2026-06-17T16:31:23.396221+00:00,llama,qwen2.5-7b-instruct-Q4_K_M,gguf-q4_k_m,512,256,8,7306.294760000128,28.5402139062505,7306.294760000128,7306.294760000128,35.03827978601777,success
matrix_llama_gguf-q4_k_m_512in_256out_c8,2026-06-17T16:31:23.396221+00:00,llama,qwen2.5-7b-instruct-Q4_K_M,gguf-q4_k_m,512,256,8,17472.93097900001,68.2536366367188,17472.93097900001,17472.93097900001,14.651233974865221,success
matrix_llama_gguf-q4_k_m_512in_256out_c8,2026-06-17T16:31:23.396221+00:00,llama,qwen2.5-7b-instruct-Q4_K_M,gguf-q4_k_m,512,256,8,17462.683130000187,68.21360597656323,17462.683130000187,17462.683130000187,14.659831945309842,success
matrix_llama_gguf-q4_k_m_512in_256out_c8,2026-06-17T16:31:23.396221+00:00,llama,qwen2.5-7b-instruct-Q4_K_M,gguf-q4_k_m,512,256,8,17447.930235000058,68.15597748046898,17447.930235000058,17447.930235000058,14.672227396145313,success
matrix_llama_gguf-q4_k_m_512in_256out_c8,2026-06-17T16:31:23.396221+00:00,llama,qwen2.5-7b-instruct-Q4_K_M,gguf-q4_k_m,512,256,8,20435.482834999675,79.82610482421748,20435.482834999675,20435.482834999675,12.5272303114635,success
matrix_llama_gguf-q4_k_m_512in_256out_c8,2026-06-17T16:31:23.396221+00:00,llama,qwen2.5-7b-instruct-Q4_K_M,gguf-q4_k_m,512,256,8,20436.92490199919,79.83173789843434,20436.92490199919,20436.92490199919,12.526346367058258,success
matrix_llama_gguf-q4_k_m_512in_256out_c8,2026-06-17T16:31:23.396221+00:00,llama,qwen2.5-7b-instruct-Q4_K_M,gguf-q4_k_m,512,256,8,20426.09554000046,79.7894357031268,20426.09554000046,20426.09554000046,12.532987496248351,success
matrix_llama_gguf-q4_k_m_512in_256out_c8,2026-06-17T16:31:23.396221+00:00,llama,qwen2.5-7b-instruct-Q4_K_M,gguf-q4_k_m,512,256,8,20403.40813199964,79.7008130156236,20403.40813199964,20403.40813199964,12.546923452386514,success
matrix_llama_gguf-q4_k_m_512in_256out_c8,2026-06-17T16:31:23.396221+00:00,llama,qwen2.5-7b-instruct-Q4_K_M,gguf-q4_k_m,512,256,8,20358.493294000255,79.5253644296885,20358.493294000255,20358.493294000255,12.574604431824255,success
matrix_llama_gguf-q4_k_m_512in_256out_c8,2026-06-17T16:31:23.396221+00:00,llama,qwen2.5-7b-instruct-Q4_K_M,gguf-q4_k_m,512,256,8,20336.925659999906,79.44111585937463,20336.925659999906,20336.925659999906,12.587940000366858,success
matrix_llama_gguf-q4_k_m_512in_256out_c8,2026-06-17T16:31:23.396221+00:00,llama,qwen2.5-7b-instruct-Q4_K_M,gguf-q4_k_m,512,256,8,20338.021069000206,79.44539480078205,20338.021069000206,20338.021069000206,12.587262011946803,success
matrix_llama_gguf-q4_k_m_512in_256out_c8,2026-06-17T16:31:23.396221+00:00,llama,qwen2.5-7b-instruct-Q4_K_M,gguf-q4_k_m,512,256,8,20339.301127,79.45039502734375,20339.301127,20339.301127,12.586469830085033,success
matrix_llama_gguf-q4_k_m_512in_256out_c8,2026-06-17T16:31:23.396221+00:00,llama,qwen2.5-7b-instruct-Q4_K_M,gguf-q4_k_m,512,256,8,20106.795128999693,78.54216847265505,20106.795128999693,20106.795128999693,12.732014145346092,success
matrix_llama_gguf-q4_k_m_512in_256out_c8,2026-06-17T16:31:23.396221+00:00,llama,qwen2.5-7b-instruct-Q4_K_M,gguf-q4_k_m,512,256,8,20107.839328999944,78.54624737890603,20107.839328999944,20107.839328999944,12.731352971912376,success
matrix_llama_gguf-q4_k_m_512in_256out_c8,2026-06-17T16:31:23.396221+00:00,llama,qwen2.5-7b-instruct-Q4_K_M,gguf-q4_k_m,512,256,8,20097.476300999915,78.50576680078092,20097.476300999915,20097.476300999915,12.737917744789835,success
matrix_llama_gguf-q4_k_m_512in_256out_c8,2026-06-17T16:31:23.396221+00:00,llama,qwen2.5-7b-instruct-Q4_K_M,gguf-q4_k_m,512,256,8,20088.84009800022,78.47203163281335,20088.84009800022,20088.84009800022,12.743393782375918,success
matrix_llama_gguf-q4_k_m_512in_256out_c8,2026-06-17T16:31:23.396221+00:00,llama,qwen2.5-7b-instruct-Q4_K_M,gguf-q4_k_m,512,256,8,20228.086299000097,79.01596210546913,20228.086299000097,20228.086299000097,12.655670744921354,success
matrix_llama_gguf-q4_k_m_512in_256out_c8,2026-06-17T16:31:23.396221+00:00,llama,qwen2.5-7b-instruct-Q4_K_M,gguf-q4_k_m,512,256,8,20206.525689000046,78.93174097265643,20206.525689000046,20206.525689000046,12.66917450036254,success
matrix_llama_gguf-q4_k_m_512in_256out_c8,2026-06-17T16:31:23.396221+00:00,llama,qwen2.5-7b-instruct-Q4_K_M,gguf-q4_k_m,512,256,8,20186.15532700005,78.85216924609395,20186.15532700005,20186.15532700005,12.681959286104693,success
matrix_llama_gguf-q4_k_m_512in_256out_c8,2026-06-17T16:31:23.396221+00:00,llama,qwen2.5-7b-instruct-Q4_K_M,gguf-q4_k_m,512,256,8,20175.900543999887,78.81211149999956,20175.900543999887,20175.900543999887,12.688405131741783,success
matrix_llama_gguf-q4_k_m_512in_256out_c8,2026-06-17T16:31:23.396221+00:00,llama,qwen2.5-7b-instruct-Q4_K_M,gguf-q4_k_m,512,256,8,20262.3608949998,79.14984724609297,20262.3608949998,20262.3608949998,12.63426317034822,success
matrix_llama_gguf-q4_k_m_512in_256out_c8,2026-06-17T16:31:23.396221+00:00,llama,qwen2.5-7b-instruct-Q4_K_M,gguf-q4_k_m,512,256,8,20249.19985500037,79.0984369335952,20249.19985500037,20249.19985500037,12.642474854964847,success
matrix_llama_gguf-q4_k_m_512in_256out_c8,2026-06-17T16:31:23.396221+00:00,llama,qwen2.5-7b-instruct-Q4_K_M,gguf-q4_k_m,512,256,8,20239.02381700009,79.0586867851566,20239.02381700009,20239.02381700009,12.648831401886525,success
matrix_llama_gguf-q4_k_m_512in_256out_c8,2026-06-17T16:31:23.396221+00:00,llama,qwen2.5-7b-instruct-Q4_K_M,gguf-q4_k_m,512,256,8,20221.803000000364,78.99141796875142,20221.803000000364,20221.803000000364,12.659603102650905,success
matrix_llama_gguf-q4_k_m_512in_256out_c8,2026-06-17T16:31:23.396221+00:00,llama,qwen2.5-7b-instruct-Q4_K_M,gguf-q4_k_m,512,256,8,16892.98453900028,65.98822085546985,16892.98453900028,16892.98453900028,15.154219753707888,success
matrix_llama_gguf-q4_k_m_512in_256out_c8,2026-06-17T16:31:23.396221+00:00,llama,qwen2.5-7b-instruct-Q4_K_M,gguf-q4_k_m,512,256,8,16881.343134999952,65.94274662109356,16881.343134999952,16881.343134999952,15.164670130378267,success
matrix_llama_gguf-q4_k_m_512in_256out_c16,2026-06-17T16:32:38.656857+00:00,llama,qwen2.5-7b-instruct-Q4_K_M,gguf-q4_k_m,512,256,16,7487.138757000139,29.246635769531792,7487.138757000139,7487.138757000139,34.19196682586542,success
matrix_llama_gguf-q4_k_m_512in_256out_c16,2026-06-17T16:32:38.656857+00:00,llama,qwen2.5-7b-instruct-Q4_K_M,gguf-q4_k_m,512,256,16,7487.863411000035,29.249466449218886,7487.863411000035,7487.863411000035,34.18865782513121,success
matrix_llama_gguf-q4_k_m_512in_256out_c16,2026-06-17T16:32:38.656857+00:00,llama,qwen2.5-7b-instruct-Q4_K_M,gguf-q4_k_m,512,256,16,7477.197449000414,29.207802535157867,7477.197449000414,7477.197449000414,34.237426755959646,success
matrix_llama_gguf-q4_k_m_512in_256out_c16,2026-06-17T16:32:38.656857+00:00,llama,qwen2.5-7b-instruct-Q4_K_M,gguf-q4_k_m,512,256,16,7439.667517000089,29.061201238281598,7439.667517000089,7439.667517000089,34.410139890663736,success
matrix_llama_gguf-q4_k_m_512in_256out_c16,2026-06-17T16:32:38.656857+00:00,llama,qwen2.5-7b-instruct-Q4_K_M,gguf-q4_k_m,512,256,16,17607.410934000654,68.77894896094006,17607.410934000654,17607.410934000654,14.53933238450482,success
matrix_llama_gguf-q4_k_m_512in_256out_c16,2026-06-17T16:32:38.656857+00:00,llama,qwen2.5-7b-instruct-Q4_K_M,gguf-q4_k_m,512,256,16,27711.934887999632,108.24974565624856,27711.934887999632,27711.934887999632,9.2378969940081,success
matrix_llama_gguf-q4_k_m_512in_256out_c16,2026-06-17T16:32:38.656857+00:00,llama,qwen2.5-7b-instruct-Q4_K_M,gguf-q4_k_m,512,256,16,17615.31951699999,68.8098418632812,17615.31951699999,17615.31951699999,14.532804798286087,success
matrix_llama_gguf-q4_k_m_512in_256out_c16,2026-06-17T16:32:38.656857+00:00,llama,qwen2.5-7b-instruct-Q4_K_M,gguf-q4_k_m,512,256,16,17602.88402200058,68.76126571093977,17602.88402200058,17602.88402200058,14.543071446704074,success
matrix_llama_gguf-q4_k_m_512in_256out_c16,2026-06-17T16:32:38.656857+00:00,llama,qwen2.5-7b-instruct-Q4_K_M,gguf-q4_k_m,512,256,16,37839.07748199999,147.80889641406247,37839.07748199999,37839.07748199999,6.7654926344802915,success
matrix_llama_gguf-q4_k_m_512in_256out_c16,2026-06-17T16:32:38.656857+00:00,llama,qwen2.5-7b-instruct-Q4_K_M,gguf-q4_k_m,512,256,16,37820.65806099945,147.7369455507791,37820.65806099945,37820.65806099945,6.768787565438647,success
matrix_llama_gguf-q4_k_m_512in_256out_c16,2026-06-17T16:32:38.656857+00:00,llama,qwen2.5-7b-instruct-Q4_K_M,gguf-q4_k_m,512,256,16,27650.163179999254,108.00844992187209,27650.163179999254,27650.163179999254,9.258534871330438,success
matrix_llama_gguf-q4_k_m_512in_256out_c16,2026-06-17T16:32:38.656857+00:00,llama,qwen2.5-7b-instruct-Q4_K_M,gguf-q4_k_m,512,256,16,37787.45905799951,147.6072619453106,37787.45905799951,37787.45905799951,6.774734432581686,success
matrix_llama_gguf-q4_k_m_512in_256out_c16,2026-06-17T16:32:38.656857+00:00,llama,qwen2.5-7b-instruct-Q4_K_M,gguf-q4_k_m,512,256,16,17513.057350000054,68.41038027343771,17513.057350000054,17513.057350000054,14.617664687770763,success
matrix_llama_gguf-q4_k_m_512in_256out_c16,2026-06-17T16:32:38.656857+00:00,llama,qwen2.5-7b-instruct-Q4_K_M,gguf-q4_k_m,512,256,16,27596.58990400021,107.79917931250083,27596.58990400021,27596.58990400021,9.276508470450256,success
matrix_llama_gguf-q4_k_m_512in_256out_c16,2026-06-17T16:32:38.656857+00:00,llama,qwen2.5-7b-instruct-Q4_K_M,gguf-q4_k_m,512,256,16,37743.88988800001,147.43706987500005,37743.88988800001,37743.88988800001,6.782554759449703,success
matrix_llama_gguf-q4_k_m_512in_256out_c16,2026-06-17T16:32:38.656857+00:00,llama,qwen2.5-7b-instruct-Q4_K_M,gguf-q4_k_m,512,256,16,27575.939649999782,107.71851425781165,27575.939649999782,27575.939649999782,9.2834551877184,success
matrix_llama_gguf-q4_k_m_512in_256out_c16,2026-06-17T16:32:38.656857+00:00,llama,qwen2.5-7b-instruct-Q4_K_M,gguf-q4_k_m,512,256,16,40665.09637499985,158.84803271484316,40665.09637499985,40665.09637499985,6.295325053191909,success
matrix_llama_gguf-q4_k_m_512in_256out_c16,2026-06-17T16:32:38.656857+00:00,llama,qwen2.5-7b-instruct-Q4_K_M,gguf-q4_k_m,512,256,16,40653.646976000346,158.80330850000135,40653.646976000346,40653.646976000346,6.297098022992333,success
matrix_llama_gguf-q4_k_m_512in_256out_c16,2026-06-17T16:32:38.656857+00:00,llama,qwen2.5-7b-instruct-Q4_K_M,gguf-q4_k_m,512,256,16,40642.34005900016,158.75914085546938,40642.34005900016,40642.34005900016,6.298849909438453,success
matrix_llama_gguf-q4_k_m_512in_256out_c16,2026-06-17T16:32:38.656857+00:00,llama,qwen2.5-7b-instruct-Q4_K_M,gguf-q4_k_m,512,256,16,40628.86722099938,158.70651258202884,40628.86722099938,40628.86722099938,6.300938655451466,success
matrix_llama_gguf-q4_k_m_512in_256out_c16,2026-06-17T16:32:38.656857+00:00,llama,qwen2.5-7b-instruct-Q4_K_M,gguf-q4_k_m,512,256,16,40692.037474000244,158.95327138281345,40692.037474000244,40692.037474000244,6.29115708849842,success
matrix_llama_gguf-q4_k_m_512in_256out_c16,2026-06-17T16:32:38.656857+00:00,llama,qwen2.5-7b-instruct-Q4_K_M,gguf-q4_k_m,512,256,16,40680.11159799971,158.90668592968638,40680.11159799971,40680.11159799971,6.293001418722455,success
matrix_llama_gguf-q4_k_m_512in_256out_c16,2026-06-17T16:32:38.656857+00:00,llama,qwen2.5-7b-instruct-Q4_K_M,gguf-q4_k_m,512,256,16,40666.62059100054,158.85398668359585,40666.62059100054,40666.62059100054,6.29508909960058,success
matrix_llama_gguf-q4_k_m_512in_256out_c16,2026-06-17T16:32:38.656857+00:00,llama,qwen2.5-7b-instruct-Q4_K_M,gguf-q4_k_m,512,256,16,40655.4685050005,158.8104238476582,40655.4685050005,40655.4685050005,6.2968158875973295,success
matrix_llama_gguf-q4_k_m_512in_256out_c16,2026-06-17T16:32:38.656857+00:00,llama,qwen2.5-7b-instruct-Q4_K_M,gguf-q4_k_m,512,256,16,40717.7182660007,159.05358697656524,40717.7182660007,40717.7182660007,6.287189236086444,success
matrix_llama_gguf-q4_k_m_512in_256out_c16,2026-06-17T16:32:38.656857+00:00,llama,qwen2.5-7b-instruct-Q4_K_M,gguf-q4_k_m,512,256,16,40708.79111100021,159.01871527734457,40708.79111100021,40708.79111100021,6.288567972995504,success
matrix_llama_gguf-q4_k_m_512in_256out_c16,2026-06-17T16:32:38.656857+00:00,llama,qwen2.5-7b-instruct-Q4_K_M,gguf-q4_k_m,512,256,16,40699.062618000426,158.98071335156416,40699.062618000426,40699.062618000426,6.2900711596924115,success
matrix_llama_gguf-q4_k_m_512in_256out_c16,2026-06-17T16:32:38.656857+00:00,llama,qwen2.5-7b-instruct-Q4_K_M,gguf-q4_k_m,512,256,16,40689.3173819999,158.9426460234371,40689.3173819999,40689.3173819999,6.2915776540711645,success
matrix_llama_gguf-q4_k_m_512in_256out_c16,2026-06-17T16:32:38.656857+00:00,llama,qwen2.5-7b-instruct-Q4_K_M,gguf-q4_k_m,512,256,16,37326.719515999685,145.80749810937377,37326.719515999685,37326.719515999685,6.858357855162398,success
matrix_llama_gguf-q4_k_m_512in_256out_c16,2026-06-17T16:32:38.656857+00:00,llama,qwen2.5-7b-instruct-Q4_K_M,gguf-q4_k_m,512,256,16,37314.23864200042,145.75874469531414,37314.23864200042,37314.23864200042,6.860651840068626,success
matrix_llama_gguf-q4_k_m_1024in_64out_c1,2026-06-17T16:33:04.596109+00:00,llama,qwen2.5-7b-instruct-Q4_K_M,gguf-q4_k_m,1024,64,1,1959.739749999244,30.620933593738187,1959.739749999244,1959.739749999244,32.657397493735935,success
matrix_llama_gguf-q4_k_m_1024in_64out_c1,2026-06-17T16:33:04.596109+00:00,llama,qwen2.5-7b-instruct-Q4_K_M,gguf-q4_k_m,1024,64,1,811.8772219995662,12.685581593743223,811.8772219995662,811.8772219995662,78.82965338327251,success
matrix_llama_gguf-q4_k_m_1024in_64out_c1,2026-06-17T16:33:04.596109+00:00,llama,qwen2.5-7b-instruct-Q4_K_M,gguf-q4_k_m,1024,64,1,813.7051200001224,12.714142500001913,813.7051200001224,813.7051200001224,78.65257133934512,success
matrix_llama_gguf-q4_k_m_1024in_64out_c1,2026-06-17T16:33:04.596109+00:00,llama,qwen2.5-7b-instruct-Q4_K_M,gguf-q4_k_m,1024,64,1,815.2585570005613,12.73841495313377,815.2585570005613,815.2585570005613,78.50270254808983,success
matrix_llama_gguf-q4_k_m_1024in_64out_c1,2026-06-17T16:33:04.596109+00:00,llama,qwen2.5-7b-instruct-Q4_K_M,gguf-q4_k_m,1024,64,1,815.4919070002506,12.742061046878916,815.4919070002506,815.4919070002506,78.48023928946279,success
matrix_llama_gguf-q4_k_m_1024in_64out_c1,2026-06-17T16:33:04.596109+00:00,llama,qwen2.5-7b-instruct-Q4_K_M,gguf-q4_k_m,1024,64,1,814.1570349998801,12.721203671873127,814.1570349998801,814.1570349998801,78.60891357403726,success
matrix_llama_gguf-q4_k_m_1024in_64out_c1,2026-06-17T16:33:04.596109+00:00,llama,qwen2.5-7b-instruct-Q4_K_M,gguf-q4_k_m,1024,64,1,811.62184599998,12.681591343749687,811.62184599998,811.62184599998,78.85445705462391,success
matrix_llama_gguf-q4_k_m_1024in_64out_c1,2026-06-17T16:33:04.596109+00:00,llama,qwen2.5-7b-instruct-Q4_K_M,gguf-q4_k_m,1024,64,1,835.5958819993248,13.05618565623945,835.5958819993248,835.5958819993248,76.59204811645029,success
matrix_llama_gguf-q4_k_m_1024in_64out_c1,2026-06-17T16:33:04.596109+00:00,llama,qwen2.5-7b-instruct-Q4_K_M,gguf-q4_k_m,1024,64,1,811.4198929997656,12.678435828121337,811.4198929997656,811.4198929997656,78.87408301440114,success
